policy_id,customer_id,policy_type,premium_amount,coverage_amount,policy_start_date,policy_end_date,policy_status,policy_risk_level
POL_243093,CUST_201836,life,2110,165000,2024-12-11,2026-04-24,active,medium
POL_507542,CUST_789472,health,1726,70000,2019-03-29,2021-04-15,active,high
POL_130013,CUST_789472,home,1877,100000,2020-10-28,2023-07-02,active,medium
POL_286751,CUST_569237,home,2315,100000,2023-11-16,2026-09-06,active,medium
POL_846209,CUST_699378,auto,1505,27500,2018-02-14,2019-08-06,active,low
POL_754217,CUST_440464,health,1347,77000,2019-07-18,2020-08-13,active,medium
POL_215005,CUST_111989,health,1372,77000,2022-04-21,2024-12-08,inactive,medium
POL_373595,CUST_111989,home,2692,110000,2020-04-21,2023-04-11,active,high
POL_765604,CUST_186554,life,1035,150000,2024-04-22,2026-04-11,active,high
POL_694635,CUST_358207,home,1639,120000,2023-05-07,2025-05-08,active,high
POL_189152,CUST_753453,auto,1923,25000,2024-08-22,2027-08-01,active,low
POL_654428,CUST_419939,health,2198,77000,2023-04-24,2026-04-16,active,medium
POL_192869,CUST_419939,life,2511,165000,2024-04-17,2026-09-27,active,high
POL_855874,CUST_652388,home,2104,100000,2018-12-25,2020-04-25,active,low
POL_800974,CUST_780956,health,978,70000,2024-11-03,2026-10-02,active,low
POL_274508,CUST_817552,life,926,150000,2020-12-25,2022-08-22,active,medium
POL_801669,CUST_817552,auto,666,25000,2022-12-17,2023-12-29,active,medium
POL_613458,CUST_241822,life,2872,187500,2019-02-07,2020-07-04,active,high
POL_357619,CUST_767782,life,1866,187500,2022-09-01,2024-05-03,active,high
POL_142923,CUST_591534,life,1544,150000,2024-11-29,2027-09-21,active,high
POL_872131,CUST_591534,auto,1984,25000,2019-12-07,2021-05-31,active,low
POL_156809,CUST_169348,life,2200,150000,2019-08-04,2021-02-04,active,medium
POL_217666,CUST_357657,health,1346,87500,2020-09-06,2022-07-28,active,high
POL_535561,CUST_777486,home,1505,100000,2024-04-20,2025-07-29,active,medium
POL_940134,CUST_935176,auto,1700,25000,2019-04-02,2020-05-06,active,medium
POL_719922,CUST_451475,home,2491,100000,2021-10-27,2024-07-25,active,low
POL_408969,CUST_902575,health,715,94500,2020-02-03,2022-07-10,active,low
POL_145835,CUST_959959,life,772,150000,2019-02-04,2021-06-28,active,high
POL_923408,CUST_286906,health,829,77000,2020-07-03,2023-04-05,active,low
POL_369950,CUST_387748,health,988,70000,2021-02-03,2022-09-05,active,low
POL_874750,CUST_387748,life,959,150000,2018-08-31,2020-08-14,inactive,high
POL_946040,CUST_236014,home,1468,100000,2021-09-22,2024-09-15,active,high
POL_464300,CUST_745915,home,686,100000,2020-07-02,2022-03-10,active,high
POL_896979,CUST_430828,home,735,100000,2023-08-14,2025-01-27,active,low
POL_742985,CUST_724103,home,715,120000,2021-10-02,2023-03-10,active,high
POL_401730,CUST_565330,health,1870,87500,2024-03-15,2026-03-26,active,medium
POL_109113,CUST_647718,life,1073,187500,2022-04-28,2024-08-02,active,high
POL_243553,CUST_562543,life,609,150000,2018-06-28,2020-12-05,active,low
POL_980561,CUST_455193,health,2186,70000,2018-02-10,2020-05-23,active,high
POL_956872,CUST_895242,health,1527,84000,2021-10-15,2024-08-28,active,low
POL_221919,CUST_895242,auto,1425,27500,2024-06-13,2025-10-21,active,high
POL_763734,CUST_440536,life,1002,150000,2021-09-24,2022-11-07,active,low
POL_495288,CUST_440536,auto,714,25000,2020-11-15,2023-07-28,active,high
POL_128372,CUST_441699,home,2382,100000,2024-07-03,2026-06-02,active,high
POL_399160,CUST_458823,home,771,100000,2018-12-05,2021-05-27,active,high
POL_473263,CUST_443312,health,2426,70000,2024-08-27,2026-05-16,active,medium
POL_871003,CUST_443312,auto,1869,25000,2024-07-19,2026-04-29,inactive,high
POL_983574,CUST_555844,auto,1538,27500,2021-04-22,2023-08-12,active,low
POL_613273,CUST_555844,home,2033,110000,2018-08-14,2020-06-04,active,medium
POL_212995,CUST_346668,health,2111,70000,2019-05-30,2022-04-24,active,medium
POL_369621,CUST_346668,life,2213,150000,2020-08-03,2023-03-08,active,high
POL_205792,CUST_175231,health,503,70000,2022-04-23,2024-03-21,inactive,medium
POL_939871,CUST_175231,home,1116,100000,2022-09-19,2025-08-29,active,medium
POL_875152,CUST_107790,home,1493,100000,2018-10-07,2020-08-01,active,medium
POL_660087,CUST_651978,health,1033,87500,2023-09-27,2026-03-03,active,high
POL_118008,CUST_592025,auto,2132,25000,2022-04-02,2024-02-21,active,high
POL_349802,CUST_630155,auto,1750,25000,2018-04-12,2019-12-24,active,low
POL_180153,CUST_518114,health,1474,70000,2021-04-18,2022-09-23,inactive,low
POL_837049,CUST_143010,home,2423,100000,2020-07-05,2022-09-25,active,high
POL_652530,CUST_288656,life,1940,165000,2021-10-25,2023-07-18,inactive,low
POL_238943,CUST_749485,health,2112,84000,2023-06-10,2025-10-17,active,high
POL_363569,CUST_749485,life,2509,180000,2019-05-15,2021-05-19,inactive,low
POL_899595,CUST_179392,health,834,70000,2019-11-04,2021-09-23,active,low
POL_320792,CUST_139673,health,1967,70000,2023-11-29,2026-10-22,active,medium
POL_244121,CUST_139673,home,2050,100000,2021-03-25,2023-07-24,active,low
POL_145683,CUST_520075,health,970,70000,2023-02-08,2024-07-06,inactive,medium
POL_462322,CUST_520075,auto,1109,25000,2024-09-20,2027-01-27,inactive,low
POL_347682,CUST_763529,health,2949,94500,2018-08-01,2020-10-13,active,low
POL_796298,CUST_763529,auto,1078,27500,2024-10-10,2027-05-03,active,high
POL_337097,CUST_926045,health,1637,70000,2023-02-11,2024-09-12,inactive,medium
POL_458058,CUST_926045,home,826,100000,2018-01-03,2020-06-29,active,high
POL_473689,CUST_422266,health,887,70000,2023-02-28,2025-03-08,inactive,high
POL_337361,CUST_931627,health,2402,70000,2020-01-05,2022-03-05,active,low
POL_938963,CUST_931627,auto,2440,25000,2024-10-08,2026-07-22,active,medium
POL_648739,CUST_106658,home,2300,100000,2018-09-07,2021-03-30,active,medium
POL_844488,CUST_920597,life,2067,150000,2024-06-27,2026-12-07,active,high
POL_750489,CUST_284888,health,691,70000,2019-02-13,2021-10-21,active,medium
POL_687502,CUST_608623,life,958,165000,2023-07-29,2026-07-25,active,low
POL_367603,CUST_331381,home,1084,100000,2018-01-09,2020-03-05,active,low
POL_434662,CUST_394234,auto,910,25000,2024-08-06,2027-06-08,active,medium
POL_397577,CUST_326956,health,1194,94500,2020-03-11,2021-09-19,active,high
POL_566418,CUST_905942,home,2074,110000,2019-02-09,2021-10-11,active,low
POL_807767,CUST_546590,health,2225,87500,2018-07-26,2021-02-23,active,low
POL_968173,CUST_390607,life,879,150000,2021-02-08,2022-08-27,active,high
POL_742681,CUST_180685,life,2488,150000,2018-05-11,2019-06-05,active,high
POL_217012,CUST_644861,health,665,70000,2023-02-26,2024-10-13,active,medium
POL_338461,CUST_644861,life,894,150000,2021-04-16,2024-02-08,active,low
POL_420634,CUST_487629,home,1846,100000,2023-08-02,2025-01-22,active,medium
POL_609544,CUST_672675,life,1483,150000,2024-06-04,2025-07-03,active,low
POL_619840,CUST_672675,home,2334,100000,2019-11-16,2021-11-24,active,high
POL_729286,CUST_158770,life,2161,150000,2024-08-05,2026-10-21,active,low
POL_627560,CUST_158770,home,602,100000,2019-04-02,2021-11-04,active,high
POL_405008,CUST_544420,life,952,165000,2019-10-29,2021-08-11,active,high
POL_502549,CUST_544420,home,1953,110000,2018-06-02,2020-08-26,active,high
POL_250308,CUST_243578,life,1693,150000,2018-11-12,2020-11-10,active,high
POL_616952,CUST_243578,auto,931,25000,2024-05-05,2026-08-22,active,high
POL_475680,CUST_230208,life,2100,187500,2022-10-12,2024-11-30,active,low
POL_155198,CUST_370439,home,2407,100000,2023-12-31,2025-02-17,active,medium
POL_589444,CUST_473276,auto,1065,25000,2018-03-27,2019-08-21,active,medium
POL_202030,CUST_395087,health,1298,70000,2019-06-02,2021-01-14,active,medium
POL_196582,CUST_395087,auto,781,25000,2023-04-15,2025-04-25,active,low
POL_886852,CUST_118223,home,568,100000,2022-04-30,2024-06-23,active,high
POL_714031,CUST_217149,health,1214,70000,2021-07-02,2023-03-03,active,medium
POL_769925,CUST_217149,life,1816,150000,2021-01-11,2023-04-17,active,low
POL_627349,CUST_920375,health,2733,94500,2021-01-08,2023-01-17,active,low
POL_212360,CUST_850582,health,2273,70000,2018-07-14,2020-01-10,active,low
POL_301327,CUST_544692,life,1712,150000,2024-01-05,2025-06-15,active,medium
POL_446243,CUST_617695,health,985,77000,2023-04-28,2024-09-11,inactive,low
POL_880073,CUST_790537,health,691,70000,2023-11-06,2024-12-07,active,low
POL_261722,CUST_790537,life,2455,150000,2018-12-21,2020-02-12,active,medium
POL_138857,CUST_893041,life,813,150000,2018-04-11,2020-04-16,active,medium
POL_857807,CUST_893041,home,2102,100000,2021-04-22,2023-11-13,active,low
POL_267486,CUST_622332,health,2073,77000,2019-09-17,2022-04-28,active,medium
POL_956529,CUST_118528,home,1076,100000,2022-05-31,2024-05-09,active,high
POL_951176,CUST_614382,auto,1877,25000,2022-03-21,2023-11-03,active,low
POL_471091,CUST_484208,health,1869,94500,2021-05-01,2023-05-15,active,high
POL_454761,CUST_484208,auto,2695,27500,2020-04-25,2022-05-24,active,low
POL_973474,CUST_664570,health,1227,70000,2021-03-01,2022-08-10,inactive,low
POL_544742,CUST_664570,auto,1403,25000,2020-11-13,2023-02-03,active,medium
POL_529228,CUST_620860,health,2502,77000,2019-05-30,2020-11-16,active,high
POL_775299,CUST_620860,life,1634,165000,2023-07-13,2025-05-19,active,medium
POL_274195,CUST_196424,health,1704,70000,2021-12-27,2023-12-05,active,low
POL_145335,CUST_196424,life,1102,150000,2019-12-01,2022-11-08,active,medium
POL_484010,CUST_575244,health,1723,70000,2020-12-03,2022-05-02,active,medium
POL_385017,CUST_575244,auto,1737,25000,2018-08-04,2020-08-22,active,low
POL_828345,CUST_257782,health,1487,70000,2022-06-19,2023-07-29,active,high
POL_609417,CUST_257782,auto,887,25000,2023-09-27,2026-06-25,active,low
POL_464880,CUST_357516,home,705,110000,2018-07-10,2019-11-12,active,medium
POL_488519,CUST_972765,health,2232,70000,2024-05-07,2027-01-14,active,low
POL_951206,CUST_972765,home,2398,100000,2021-07-26,2023-05-08,active,low
POL_809457,CUST_391224,health,1022,70000,2021-11-23,2022-12-16,active,high
POL_927272,CUST_391224,life,1034,150000,2023-03-21,2025-12-05,active,low
POL_657028,CUST_367946,life,1941,150000,2024-02-23,2025-03-21,active,high
POL_627072,CUST_542882,home,993,100000,2022-02-21,2024-02-16,active,high
POL_436264,CUST_103225,life,3050,187500,2022-10-16,2024-07-09,inactive,medium
POL_570759,CUST_721826,life,1976,165000,2022-03-09,2024-11-25,active,high
POL_239445,CUST_721826,home,1822,110000,2023-06-02,2025-02-22,active,medium
POL_709125,CUST_276953,health,2502,87500,2019-10-26,2022-08-03,active,high
POL_503274,CUST_997935,life,618,150000,2021-05-27,2022-12-31,active,high
POL_640154,CUST_941218,home,843,100000,2021-08-30,2023-10-17,active,medium
POL_164729,CUST_642085,life,1867,165000,2023-12-03,2025-11-02,inactive,high
POL_552050,CUST_843470,health,2554,77000,2023-11-11,2026-08-28,inactive,medium
POL_159482,CUST_358114,health,2397,70000,2021-07-24,2023-03-19,active,high
POL_523680,CUST_603164,health,970,94500,2018-01-24,2020-08-02,active,medium
POL_491257,CUST_286657,health,1569,70000,2024-09-04,2026-05-29,active,low
POL_812325,CUST_567080,life,720,150000,2024-10-03,2026-05-18,active,low
POL_777071,CUST_567080,home,2145,100000,2023-05-30,2024-08-09,active,high
POL_586707,CUST_590963,life,1815,150000,2024-08-27,2026-02-01,active,medium
POL_108854,CUST_365688,health,1062,87500,2019-03-09,2020-03-28,active,high
POL_742185,CUST_365688,home,800,100000,2024-12-25,2027-01-05,active,high
POL_988414,CUST_321321,auto,1289,25000,2018-10-30,2021-05-24,active,medium
POL_954221,CUST_823825,life,1522,187500,2022-02-09,2023-09-05,active,low
POL_180013,CUST_823825,home,585,100000,2020-10-03,2022-10-23,active,low
POL_426908,CUST_664744,life,2565,202500,2018-09-24,2020-07-15,active,medium
POL_605817,CUST_974343,health,1060,70000,2019-03-20,2021-12-15,active,low
POL_789725,CUST_974343,life,1954,150000,2021-03-29,2022-06-09,active,low
POL_114899,CUST_704402,health,1118,84000,2021-09-05,2024-03-01,active,medium
POL_843608,CUST_704402,home,1995,120000,2020-06-28,2021-12-02,active,high
POL_379097,CUST_559392,home,2081,100000,2023-11-18,2026-07-15,active,low
POL_972912,CUST_281708,life,645,150000,2023-02-12,2024-05-01,inactive,low
POL_608075,CUST_689280,health,2311,70000,2020-10-14,2023-10-07,active,low
POL_532126,CUST_689795,health,1767,70000,2023-12-07,2025-09-02,active,medium
POL_938532,CUST_357232,health,1710,70000,2023-03-21,2025-07-20,active,high
POL_940916,CUST_357232,life,979,150000,2019-03-09,2021-05-08,active,high
POL_277621,CUST_641228,home,2127,100000,2021-11-14,2024-07-30,active,medium
POL_145229,CUST_645027,health,1133,70000,2018-07-13,2019-10-07,active,low
POL_954477,CUST_780271,home,2733,110000,2024-10-31,2027-08-29,active,medium
POL_822510,CUST_666160,health,1463,70000,2018-01-07,2020-09-06,active,medium
POL_488385,CUST_666160,life,612,150000,2020-06-01,2021-10-14,active,high
POL_879793,CUST_709845,home,1883,100000,2022-06-20,2024-07-14,active,low
POL_652229,CUST_916368,health,1775,77000,2019-01-20,2020-01-23,active,medium
POL_106787,CUST_613321,life,2110,150000,2023-02-02,2024-03-14,active,medium
POL_256936,CUST_613321,home,627,100000,2019-02-15,2020-02-21,active,low
POL_514990,CUST_224535,health,963,87500,2019-11-25,2022-11-13,active,high
POL_434108,CUST_224535,home,2197,100000,2024-11-20,2026-01-01,active,low
POL_898353,CUST_397252,home,2676,120000,2019-05-15,2020-07-31,active,high
POL_305449,CUST_799631,health,3186,94500,2022-04-01,2024-10-31,active,medium
POL_585702,CUST_799631,life,2682,202500,2018-01-22,2020-02-17,active,medium
POL_141592,CUST_909076,life,2377,202500,2023-05-08,2024-07-12,active,low
POL_929929,CUST_707705,health,1076,70000,2018-11-22,2020-02-13,active,medium
POL_879809,CUST_291542,health,1308,94500,2024-04-07,2025-09-07,active,low
POL_910559,CUST_726004,life,1243,150000,2022-04-11,2023-12-30,active,low
POL_631491,CUST_726004,auto,2367,25000,2024-08-13,2026-07-16,inactive,high
POL_213820,CUST_681652,auto,1290,25000,2023-01-02,2024-05-30,active,low
POL_952222,CUST_275512,health,2339,70000,2018-03-22,2019-08-28,active,medium
POL_431502,CUST_275512,home,1018,100000,2024-09-03,2026-10-07,active,medium
POL_850783,CUST_393033,health,573,70000,2021-02-02,2022-07-12,inactive,low
POL_974334,CUST_393033,life,2229,150000,2019-08-05,2021-07-03,active,medium
POL_589270,CUST_110043,health,1803,70000,2021-09-19,2024-08-31,active,medium
POL_278917,CUST_110043,auto,1765,25000,2021-09-08,2022-09-10,active,medium
POL_325726,CUST_302365,health,790,70000,2019-07-21,2021-09-21,inactive,low
POL_791498,CUST_302365,home,2476,100000,2020-07-19,2021-11-14,active,medium
POL_621915,CUST_838247,health,1788,70000,2023-08-24,2025-11-19,active,low
POL_102496,CUST_168209,health,2228,70000,2020-03-06,2021-08-10,active,low
POL_940939,CUST_995336,home,534,100000,2020-04-25,2023-01-15,active,high
POL_535495,CUST_699596,life,957,187500,2019-03-10,2021-08-27,active,medium
POL_422146,CUST_359159,health,1850,94500,2023-03-09,2024-12-19,active,high
POL_681581,CUST_359159,auto,2542,27500,2023-09-22,2026-02-03,active,low
POL_146029,CUST_233730,health,1521,70000,2024-11-23,2026-01-25,inactive,medium
POL_706716,CUST_575436,life,1928,165000,2018-05-09,2021-04-22,active,medium
POL_283117,CUST_575436,auto,1354,25000,2023-01-14,2025-04-05,active,high
POL_738254,CUST_472654,life,1719,202500,2019-10-04,2022-09-29,active,medium
POL_173473,CUST_486746,life,3288,202500,2024-11-03,2027-07-08,active,high
POL_535187,CUST_451965,auto,585,25000,2023-07-12,2024-11-13,active,medium
POL_970793,CUST_451965,home,2182,100000,2021-09-04,2023-05-25,inactive,medium
POL_526807,CUST_480441,health,1806,70000,2020-12-20,2022-10-27,active,medium
POL_821280,CUST_480441,home,1458,100000,2019-04-29,2021-01-04,active,high
POL_275439,CUST_287214,life,1422,150000,2020-03-20,2021-12-05,active,medium
POL_983238,CUST_554786,auto,1528,25000,2020-05-17,2023-02-26,active,low
POL_253114,CUST_232601,auto,1567,25000,2023-03-17,2024-10-22,inactive,low
POL_435977,CUST_929029,auto,2150,25000,2022-03-27,2024-06-05,active,medium
POL_623888,CUST_929029,home,2048,100000,2021-03-31,2022-08-09,active,medium
POL_822042,CUST_188109,auto,2073,25000,2021-04-01,2023-06-13,active,medium
POL_864977,CUST_188109,home,1201,100000,2018-08-29,2020-03-09,active,low
POL_345031,CUST_186422,life,1974,150000,2019-02-15,2020-12-18,active,medium
POL_476547,CUST_888931,life,1351,150000,2024-04-26,2026-02-20,active,low
POL_243078,CUST_888931,auto,1634,25000,2019-12-07,2021-07-14,inactive,low
POL_328970,CUST_924154,life,1125,150000,2021-09-25,2023-06-02,active,medium
POL_911799,CUST_949767,life,1616,187500,2019-10-26,2021-03-09,active,high
POL_907786,CUST_597840,life,1726,150000,2022-08-29,2024-09-05,inactive,medium
POL_255985,CUST_597840,home,1873,100000,2024-10-13,2027-07-24,active,high
POL_744609,CUST_486559,health,510,70000,2020-06-24,2023-06-10,inactive,high
POL_589397,CUST_486559,auto,501,25000,2020-08-11,2023-05-23,active,high
POL_483176,CUST_266494,life,1574,180000,2024-11-09,2026-01-27,active,high
POL_425799,CUST_140983,life,1435,150000,2018-02-02,2019-05-14,active,low
POL_213199,CUST_140983,home,735,100000,2021-12-29,2024-06-22,inactive,high
POL_470835,CUST_265603,health,1534,84000,2020-05-17,2021-07-26,active,low
POL_218651,CUST_584617,life,1748,150000,2024-02-26,2025-05-11,active,medium
POL_140949,CUST_584617,home,1616,100000,2022-07-17,2024-06-26,active,high
POL_570274,CUST_171551,auto,2088,25000,2020-04-07,2022-12-12,active,high
POL_889792,CUST_810287,home,1370,110000,2022-12-04,2025-08-15,active,low
POL_140341,CUST_361829,health,747,70000,2022-02-27,2023-05-03,active,high
POL_131905,CUST_361829,home,2422,100000,2019-01-14,2020-03-17,active,high
POL_115865,CUST_954678,health,1852,77000,2021-04-22,2022-12-04,active,low
POL_886447,CUST_954678,life,862,165000,2020-07-11,2021-11-29,active,low
POL_403143,CUST_433412,life,2453,195000,2022-06-15,2025-01-14,active,low
POL_108934,CUST_433412,home,1838,130000,2020-02-12,2022-08-31,active,high
POL_512693,CUST_749871,auto,1577,25000,2020-03-20,2021-09-04,active,medium
POL_424425,CUST_646174,life,1354,150000,2019-02-16,2020-05-15,active,low
POL_339791,CUST_646174,home,662,100000,2023-02-23,2025-02-04,active,high
POL_389743,CUST_356822,life,1989,195000,2023-05-03,2024-07-21,active,low
POL_856240,CUST_356822,home,1254,120000,2020-02-01,2022-04-18,active,medium
POL_802821,CUST_689448,life,928,180000,2018-05-06,2020-05-25,active,medium
POL_308406,CUST_689448,home,2195,110000,2019-04-04,2021-01-16,active,high
POL_533093,CUST_422763,auto,2002,25000,2023-09-05,2024-11-07,active,medium
POL_666456,CUST_782524,home,1226,110000,2019-07-05,2022-06-11,active,high
POL_473045,CUST_503017,health,2319,94500,2021-06-26,2022-08-17,active,high
POL_684734,CUST_953779,health,1082,70000,2020-11-29,2022-08-08,active,high
POL_935151,CUST_953779,home,1099,100000,2021-10-08,2023-02-21,active,high
POL_420009,CUST_307639,health,3296,94500,2019-10-26,2022-08-23,active,medium
POL_718242,CUST_458772,life,2172,150000,2024-04-28,2026-11-18,active,high
POL_461573,CUST_378749,home,865,100000,2021-03-24,2023-03-07,active,high
POL_228051,CUST_117438,health,1490,94500,2021-02-19,2022-07-24,active,low
